TXN001|ACC002|Deposit|900.0|1700.0|2026-03-27T11:38:00.014866900
TXN002|ACC002|Withdrawal|200.0|1500.0|2026-03-27T11:38:31.990992600
TXN003|ACC002|Deposit|500.0|2000.0|2026-03-27T11:39:44.714018800
TXN004|ACC002|Withdrawal|500.0|1500.0|2026-03-27T11:39:44.714526300
TXN005|ACC002|Deposit|500.0|2000.0|2026-03-27T11:39:44.714526300
TXN006|ACC002|Withdrawal|500.0|1500.0|2026-03-27T11:39:44.716560400
TXN007|ACC002|Deposit|500.0|2000.0|2026-03-27T11:39:44.716560400
TXN008|ACC002|Withdrawal|500.0|1500.0|2026-03-27T11:39:44.717557500
TXN009|ACC001|Deposit|500.0|40500.0|2026-03-27T11:39:44.723231600
TXN010|ACC002|Deposit|500.0|2000.0|2026-03-27T11:39:44.723231600
TXN011|ACC005|Deposit|200.0|1400.0|2026-03-27T15:51:55.895563700
TXN012|ACC005|Deposit|200.0|1600.0|2026-03-27T15:51:55.896565100
TXN013|ACC005|Withdrawal|200.0|1400.0|2026-03-27T15:51:55.897565500
TXN014|ACC005|Deposit|200.0|1600.0|2026-03-27T15:51:55.900563
TXN015|ACC005|Withdrawal|200.0|1400.0|2026-03-27T15:51:55.901563
TXN016|ACC005|Withdrawal|200.0|1200.0|2026-03-27T15:51:55.903084800
TXN017|ACC003|Deposit|200.0|1000.0|2026-03-27T15:51:55.909431900
TXN018|ACC005|Deposit|200.0|1400.0|2026-03-27T15:51:55.910450900
TXN019|ACC004|Deposit|200.0|700.0|2026-03-27T15:51:55.910450900
TXN020|ACC001|Deposit|200.0|40700.0|2026-03-27T15:51:55.912450200
TXN021|ACC002|Deposit|200.0|2200.0|2026-03-27T15:51:55.912450200
TXN022|ACC003|Withdrawal|100.0|900.0|2026-03-30T10:43:53.368242900
TXN023|ACC005|Deposit|662.3890427936826|2062.3890427936826|2026-03-30T12:01:27.333303300
TXN024|ACC005|Withdrawal|386.73733030441196|1675.6517124892707|2026-03-30T12:01:27.334302500
TXN025|ACC005|Deposit|411.7926829975264|2087.444395486797|2026-03-30T12:01:27.336114400
TXN026|ACC005|Withdrawal|210.96278005841125|1876.4816154283858|2026-03-30T12:01:27.336625900
TXN027|ACC003|Deposit|212.4385389910687|1112.4385389910688|2026-03-30T12:01:27.349004
TXN028|ACC005|Deposit|527.7627487619368|2404.244364190323|2026-03-30T12:01:27.350020900
TXN029|ACC004|Deposit|334.85447396675943|1034.8544739667595|2026-03-30T12:01:27.351017900
TXN030|ACC001|Deposit|457.7828745831175|41157.78287458312|2026-03-30T12:01:27.352527300
TXN031|ACC002|Deposit|440.13677228036835|2640.1367722803684|2026-03-30T12:01:27.353549900
TXN032|ACC005|Deposit|553.0630749469601|2957.307439137283|2026-03-30T12:06:09.455916600
TXN033|ACC005|Withdrawal|65.01225962042373|2892.295179516859|2026-03-30T12:06:09.455916600
TXN034|ACC005|Deposit|450.3283907169305|3342.62357023379|2026-03-30T12:06:09.455916600
TXN035|ACC005|Withdrawal|297.5941937333115|3045.0293765004785|2026-03-30T12:06:09.456918200
